Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2367,208)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5477,832)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2426,429)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5443,1100)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4852,860)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4908,782)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14199,555)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2426,429)
  N=4 real_hotpotqa_01541_5ac258cc554299636651998e seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5595,909)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2497,333)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5425,917)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4994,718)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5050,747)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14627,472)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2497,333)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5577,847)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2497,333)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5425,917)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4994,442)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5050,747)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14617,478)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2497,333)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5577,847)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2497,374)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5466,970)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4994,801)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5050,872)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14677,576)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2497,374)
  N=4 real_hotpotqa_01601_5ab9c7c355429939ce03dc17 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5618,783)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2477,626)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5743,1608)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4954,1274)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5010,1159)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17052,842)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2477,626)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5895,1348)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2477,626)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5743,1608)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4954,703)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5010,1159)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14677,893)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2477,626)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5895,1348)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2477,555)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5672,1451)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4954,1017)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5010,1176)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17040,782)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2477,555)
  N=4 real_hotpotqa_01658_5a7ca95b55429935c91b5287 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5824,1245)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2637,681)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6137,1687)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5274,1092)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5330,1248)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15451,791)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2637,681)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6289,1565)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2637,681)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6137,1687)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5274,1210)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5330,1248)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15476,811)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2637,681)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6289,1565)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2637,300)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5707,688)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5274,829)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5330,744)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15467,440)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2637,300)
  N=4 real_hotpotqa_01690_5abac27855429966062415ff seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5859,714)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2486,220)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5249,677)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4972,682)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5028,539)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14632,350)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14090,1061)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5401,473)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2486,220)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5249,677)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4972,574)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5028,539)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14708,413)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14090,1061)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5401,473)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2486,381)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5452,951)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4972,697)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5028,828)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14622,589)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2486,381)
  N=4 real_hotpotqa_01815_5a8b349a55429971feec466b seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5604,799)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2512,175)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5237,595)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5024,542)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5080,523)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14744,335)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13963,976)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5389,344)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2512,175)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5237,595)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5024,487)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5080,523)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14806,384)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13963,976)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5389,344)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2512,265)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5348,734)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5024,407)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5080,695)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17250,405)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14787,1751)
  N=4 real_hotpotqa_01894_5a796c805542990784727805 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5500,521)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2444,583)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5630,1401)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4888,1105)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4944,972)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14353,726)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2444,583)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5782,1321)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2444,583)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5630,1401)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4888,1029)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4944,972)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14283,698)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2444,583)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5782,1321)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2444,580)
  N=4 real_hotpotqa_01993_5adfd2f255429925eb1afaa5 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5648,1444)
