,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_lme_00103_66f24dbb,42,,True,True,True,True,True,True,True,,1912.0,3824.0,4118.0,3877.0,1912.0,3964.0,11131.0,,111.0,229.0,295.0,445.0,111.0,356.0,244.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00104_61f8c8f8,42,,True,True,True,True,True,False,True,,2232.0,4464.0,4971.0,4517.0,2232.0,4817.0,13118.0,,268.0,475.0,572.0,673.0,268.0,858.0,467.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00105_4c36ccef,42,,True,True,True,True,True,True,True,,1477.0,2954.0,3259.0,3007.0,1477.0,3105.0,8492.0,,123.0,248.0,325.0,587.0,123.0,374.0,220.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00106_6cb6f249,42,,True,True,True,True,True,True,True,,1926.0,3852.0,4188.0,3905.0,1926.0,4034.0,11197.0,,152.0,461.0,371.0,661.0,152.0,415.0,243.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00107_4388e9dd,42,,True,True,True,True,True,True,True,,2106.0,4212.0,4609.0,4265.0,2106.0,4455.0,12296.0,,186.0,259.0,491.0,676.0,186.0,535.0,305.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00108_60bf93ed,42,a5,False,False,False,False,False,False,True,,1861.0,3722.0,4254.0,3775.0,10575.0,4100.0,12637.0,,301.0,499.0,826.0,767.0,759.0,774.0,475.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
real_lme_00109_gpt4_68e94288,42,a3,False,True,True,False,False,False,False,,2030.0,4060.0,4575.0,4113.0,11343.0,4421.0,11850.0,,272.0,402.0,616.0,824.0,766.0,711.0,412.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,
real_lme_00110_gpt4_1a1dc16d,42,a3,False,True,False,True,False,False,False,,1971.0,3942.0,4473.0,3995.0,13832.0,4319.0,11487.0,,261.0,465.0,669.0,753.0,1041.0,622.0,401.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,
real_lme_00111_c6853660,42,,True,False,True,False,True,False,True,,2008.0,4016.0,4455.0,4069.0,2008.0,4301.0,11678.0,,200.0,336.0,557.0,761.0,200.0,719.0,304.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,
real_lme_00112_60472f9c,42,,True,True,True,True,True,True,True,,1793.0,3586.0,4118.0,3639.0,1793.0,3964.0,10375.0,,264.0,527.0,563.0,682.0,264.0,645.0,349.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00113_a1eacc2a,42,,True,True,True,True,True,True,True,,1737.0,3474.0,3782.0,3527.0,1737.0,3628.0,10066.0,,127.0,251.0,327.0,640.0,127.0,365.0,234.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00114_0100672e,42,,True,True,True,True,True,False,True,,1831.0,3662.0,3983.0,3715.0,1831.0,3829.0,10648.0,,137.0,252.0,351.0,538.0,137.0,407.0,283.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00115_e25c3b8d,42,,True,True,True,False,True,False,True,,1788.0,3576.0,4074.0,3629.0,1788.0,3920.0,10518.0,,259.0,423.0,585.0,650.0,259.0,531.0,538.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
real_lme_00116_gpt4_98f46fc6,42,a2,False,False,True,True,True,False,False,,2186.0,4372.0,4840.0,4425.0,11985.0,4686.0,12765.0,,225.0,401.0,546.0,758.0,1080.0,693.0,343.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,
real_lme_00117_b01defab,42,,True,False,True,True,True,False,True,,2095.0,4190.0,4425.0,4243.0,2095.0,4271.0,12242.0,,83.0,251.0,262.0,623.0,83.0,293.0,222.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00118_d905b33f,42,,True,True,True,True,True,True,True,,1723.0,3446.0,3787.0,3499.0,1723.0,3633.0,9972.0,,158.0,322.0,361.0,520.0,158.0,458.0,250.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00119_c6853660,42,a1,False,False,False,False,False,False,False,,1916.0,3832.0,4233.0,3885.0,10495.0,4079.0,11159.0,,190.0,388.0,504.0,633.0,294.0,557.0,324.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
