task_id,dataset,method,model,seed,success,constraint_satisfied,violation_rate,profile_violation,repair_status,fault_node_predicted,posterior,final_output,tokens_input,tokens_output,tool_calls,latency_ms,extra,benchmark
pfqa_recon_00082,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Tokyo,576,225,0,11.862749932333829,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 576, 'prime_tokens_output': 225}",pfqa_llama
pfqa_recon_00083,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Portuguese,652,182,0,10.278833098709583,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 652, 'prime_tokens_output': 182}",pfqa_llama
pfqa_recon_00084,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,William Shakespeare,604,246,0,9.751749923452737,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 604, 'prime_tokens_output': 246}",pfqa_llama
pfqa_recon_00085,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,London,613,241,0,9.63425007648766,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 613, 'prime_tokens_output': 241}",pfqa_llama
pfqa_recon_00086,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Vatican City,637,238,0,9.55599988810718,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 637, 'prime_tokens_output': 238}",pfqa_llama
pfqa_recon_00087,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Hindi,593,220,0,9.55283408984542,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 593, 'prime_tokens_output': 220}",pfqa_llama
pfqa_recon_00088,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Canberra,595,248,0,9.50225000269711,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 595, 'prime_tokens_output': 248}",pfqa_llama
pfqa_recon_00089,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Mandarin,621,185,0,9.585457853972912,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 621, 'prime_tokens_output': 185}",pfqa_llama
pfqa_recon_00090,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Vatican City,637,214,0,9.534374810755253,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 637, 'prime_tokens_output': 214}",pfqa_llama
pfqa_recon_00091,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Chicken stir-fry,562,328,0,9.552625007927418,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 562, 'prime_tokens_output': 328}",pfqa_llama
pfqa_recon_00092,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Mitochondria,587,294,0,9.643916971981524,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 587, 'prime_tokens_output': 294}",pfqa_llama
pfqa_recon_00093,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,A moderate jog is a suitable workout for the user.,563,240,0,9.575209114700556,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 563, 'prime_tokens_output': 240}",pfqa_llama
pfqa_recon_00094,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Cairo,595,250,0,9.48683312162757,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 595, 'prime_tokens_output': 250}",pfqa_llama
pfqa_recon_00095,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Gentle yoga,640,263,0,9.54079208895564,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 640, 'prime_tokens_output': 263}",pfqa_llama
pfqa_recon_00096,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Jane Austen,641,222,0,9.777375031262636,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 641, 'prime_tokens_output': 222}",pfqa_llama
pfqa_recon_00097,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Arabic,622,197,0,9.625667007640004,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 622, 'prime_tokens_output': 197}",pfqa_llama
pfqa_recon_00098,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Tokyo,578,246,0,9.629334090277553,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 578, 'prime_tokens_output': 246}",pfqa_llama
pfqa_recon_00099,pfqa_recon,reflexion,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,High-intensity intervals,635,248,0,9.643750032410026,"{'split': 'test', 'meta_summary': {'trials': 1}, 'prime_tokens_input': 635, 'prime_tokens_output': 248}",pfqa_llama
pfqa_recon_00080,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,False,False,1.0,True,,,,La mitocondria es la respuesta.,1234,592,0,7028.917040908709,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 617, 'prime_tokens_output': 249}",pfqa_llama
pfqa_recon_00081,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Lentil curry,1362,510,0,2068.3250830043107,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 681, 'prime_tokens_output': 299}",pfqa_llama
pfqa_recon_00082,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Tokyo,1152,488,0,3518.0529169738293,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 576, 'prime_tokens_output': 225}",pfqa_llama
pfqa_recon_00083,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Portuguese,1304,380,0,2561.5742499940097,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 652, 'prime_tokens_output': 182}",pfqa_llama
pfqa_recon_00084,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,William Shakespeare,1208,526,0,4727.466291980818,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 604, 'prime_tokens_output': 246}",pfqa_llama
pfqa_recon_00085,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,London,1226,455,0,2452.114917105064,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 613, 'prime_tokens_output': 241}",pfqa_llama
pfqa_recon_00086,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Vatican City,1274,461,0,3014.455792028457,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 637, 'prime_tokens_output': 238}",pfqa_llama
pfqa_recon_00087,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Hindi,1186,420,0,2764.63641715236,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 593, 'prime_tokens_output': 220}",pfqa_llama
pfqa_recon_00088,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Canberra,1190,444,0,2054.8387500457466,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 595, 'prime_tokens_output': 248}",pfqa_llama
pfqa_recon_00089,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Mandarin,1242,446,0,5414.114542072639,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 621, 'prime_tokens_output': 185}",pfqa_llama
pfqa_recon_00090,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Vatican City,1274,433,0,4926.315709017217,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 637, 'prime_tokens_output': 214}",pfqa_llama
pfqa_recon_00091,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,False,False,1.0,False,,,,Grilled chicken salad,1124,633,0,5276.118374895304,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 562, 'prime_tokens_output': 328}",pfqa_llama
pfqa_recon_00092,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Mitochondria,1174,615,0,5606.633166084066,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 587, 'prime_tokens_output': 294}",pfqa_llama
pfqa_recon_00093,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,A moderate jog is a suitable workout for the user.,1126,469,0,2975.5274162162095,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 563, 'prime_tokens_output': 240}",pfqa_llama
pfqa_recon_00094,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Cairo,1190,444,0,3642.077875090763,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 595, 'prime_tokens_output': 250}",pfqa_llama
pfqa_recon_00095,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Gentle yoga is a suitable workout for the user.,1280,521,0,3940.9805410541594,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 640, 'prime_tokens_output': 263}",pfqa_llama
pfqa_recon_00096,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Jane Austen,1282,577,0,4031.692208023742,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 641, 'prime_tokens_output': 222}",pfqa_llama
pfqa_recon_00097,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,In Arabic,1244,400,0,3486.886290833354,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 622, 'prime_tokens_output': 197}",pfqa_llama
pfqa_recon_00098,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,Tokyo,1156,475,0,4822.040082886815,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 578, 'prime_tokens_output': 246}",pfqa_llama
pfqa_recon_00099,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,,,,high-intensity intervals,1270,467,0,5521.30112494342,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 635, 'prime_tokens_output': 248}",pfqa_llama
pfqa_recon_00080,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,True,repaired,a1,"[{'node_id': 'a1', 'prior': 0.059999999999999984, 'likelihood': 1.0, 'cost': 1.0, 'posterior': 0.42857142857142844}, {'node_id': 'a2', 'prior': 0.050000000000000044, 'likelihood': 1.0, 'cost': 3.0, 'posterior': 0.35714285714285743}, {'node_id': 'a0', 'prior': 0.029999999999999992, 'likelihood': 1.0, 'cost': 2.0, 'posterior': 0.21428571428571422}]",Mitochondria,1684,508,0,21600.38833320141,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier', 'attribution', 'decision', 'post_verifier']}, 'prime_tokens_input': 617, 'prime_tokens_output': 249}",pfqa_llama
pfqa_recon_00081,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Lentil curry,1883,592,0,2331.796000013128,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 681, 'prime_tokens_output': 299}",pfqa_llama
pfqa_recon_00082,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Tokyo,1578,395,0,1940.2342501562089,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 576, 'prime_tokens_output': 225}",pfqa_llama
pfqa_recon_00083,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,In Portuguese,1666,377,0,1817.0932501088828,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 652, 'prime_tokens_output': 182}",pfqa_llama
pfqa_recon_00084,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,William Shakespeare,1655,588,0,2280.801833840087,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 604, 'prime_tokens_output': 246}",pfqa_llama
pfqa_recon_00085,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,London,1668,333,0,1417.6279169041663,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 613, 'prime_tokens_output': 241}",pfqa_llama
pfqa_recon_00086,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Vatican City,1713,437,0,1473.1137088965625,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 637, 'prime_tokens_output': 238}",pfqa_llama
pfqa_recon_00087,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,In Hindi,1586,414,0,2535.504958126694,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 593, 'prime_tokens_output': 220}",pfqa_llama
pfqa_recon_00088,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Canberra,1639,413,0,2868.2526249904186,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 595, 'prime_tokens_output': 248}",pfqa_llama
pfqa_recon_00089,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,In Mandarin,1607,508,0,3626.06079201214,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 621, 'prime_tokens_output': 185}",pfqa_llama
pfqa_recon_00090,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Vatican City,1716,383,0,1630.0310420338064,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 637, 'prime_tokens_output': 214}",pfqa_llama
pfqa_recon_00091,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Chicken stir-fry,1674,736,0,4990.901957964525,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 562, 'prime_tokens_output': 328}",pfqa_llama
pfqa_recon_00092,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Mitochondria,1669,464,0,4211.985250003636,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 587, 'prime_tokens_output': 294}",pfqa_llama
pfqa_recon_00093,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,A moderate jog is a suitable workout for the user.,1567,439,0,4328.390124952421,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 563, 'prime_tokens_output': 240}",pfqa_llama
pfqa_recon_00094,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Cairo,1641,413,0,2428.3337090164423,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 595, 'prime_tokens_output': 250}",pfqa_llama
pfqa_recon_00095,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Gentle yoga,1744,564,0,3232.129832962528,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 640, 'prime_tokens_output': 263}",pfqa_llama
pfqa_recon_00096,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Jane Austen,1732,421,0,3318.938584066927,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 641, 'prime_tokens_output': 222}",pfqa_llama
pfqa_recon_00097,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,In Arabic,1621,521,0,5448.006582912058,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 622, 'prime_tokens_output': 197}",pfqa_llama
pfqa_recon_00098,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,Tokyo,1603,441,0,1625.2877078950405,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 578, 'prime_tokens_output': 246}",pfqa_llama
pfqa_recon_00099,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,True,True,0.0,False,accepted,,,High-intensity intervals,1719,559,0,1973.3308339491489,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 635, 'prime_tokens_output': 248}",pfqa_llama
travelplanner_recon_00080,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Seafood breakfast at Hotel Arts Barcelona', 'morning_activity': 'Visit La Sagrada Familia', 'lunch': 'Lunch at Thai restaurant Som Tam Jay So', 'afternoon_activity': 'Visit the Barcelona Aquarium', 'dinner': 'Dinner at seafood restaurant El Xampanyet', 'hotel': 'Hotel Arts Barcelona'}",553,610,0,0.0390838831663131,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 553, 'prime_tokens_output': 610}",travel_llama
travelplanner_recon_00081,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Wheelchair-accessible café serving omnivore options in Barcelona', 'morning_activity': 'Wheelchair-accessible attraction in Barcelona', 'lunch': 'Wheelchair-accessible restaurant serving omnivore options in Barcelona', 'afternoon_activity': 'Wheelchair-accessible attraction in Barcelona', 'dinner': 'High-end, wheelchair-accessible French restaurant in Barcelona', 'hotel': 'High-end, wheelchair-accessible hotel in Barcelona'}",535,731,0,0.0352091155946254,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 535, 'prime_tokens_output': 731}",travel_llama
travelplanner_recon_00082,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Holybelly', 'morning_activity': ""Musée d'Orsay"", 'lunch': 'Krishna Bhavan', 'afternoon_activity': 'Jardin du Luxembourg', 'dinner': 'Le Grand Vefour', 'hotel': 'Shangri-La Hotel'}",561,399,0,0.0613338779658079,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 561, 'prime_tokens_output': 399}",travel_llama
travelplanner_recon_00083,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Brunchca', 'morning_activity': 'Barceloneta Beach', 'lunch': 'Koku Kitchen', 'afternoon_activity': 'Park de la Ciutadella', 'dinner': 'Sakura', 'hotel': 'Hotel Ibis Barcelona'}",565,1221,0,0.0725830905139446,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 565, 'prime_tokens_output': 1221}",travel_llama
travelplanner_recon_00084,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Seafood restaurant, such as The Sassy Spoon', 'morning_activity': 'Gateway of India', 'lunch': 'Italian restaurant, such as Bella Italia', 'afternoon_activity': 'Chhatrapati Shivaji Maharaj Vastu Sangrahalaya museum', 'dinner': 'Seafood restaurant, such as Gajalee', 'hotel': 'Medium-budget hotel, such as ITC Grand Central'}",523,760,0,0.0474590342491865,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 523, 'prime_tokens_output': 760}",travel_llama
travelplanner_recon_00085,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Le Petit Chavignol', 'morning_activity': 'Louvre Museum', 'lunch': 'Le Grenier de Notre-Dame', 'afternoon_activity': 'Seine river cruise', 'dinner': 'Sanuki Udon', 'hotel': 'Hotel Le Walt'}",531,1336,0,0.0404170714318752,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 531, 'prime_tokens_output': 1336}",travel_llama
travelplanner_recon_00086,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Mame & Shiba cafe', 'morning_activity': 'Tokyo National Museum', 'lunch': ""T's Restaurant"", 'afternoon_activity': 'Shinjuku Gyoen National Garden', 'dinner': 'Origano', 'hotel': 'Park Hyatt Tokyo'}",586,1115,0,0.0602500513195991,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 586, 'prime_tokens_output': 1115}",travel_llama
travelplanner_recon_00087,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Balthazar', 'morning_activity': 'visiting the Metropolitan Museum of Art', 'lunch': 'Carbone', 'afternoon_activity': 'a stroll through Central Park', 'dinner': ""L'Artusi"", 'hotel': 'The Plaza Hotel'}",533,884,0,0.0481659080833196,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 533, 'prime_tokens_output': 884}",travel_llama
travelplanner_recon_00088,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Japanese restaurant in Cape Town', 'morning_activity': 'Cape Town Botanical Gardens', 'lunch': 'Japanese restaurant in Cape Town', 'afternoon_activity': 'Cape Town Museum', 'dinner': 'Japanese restaurant in Cape Town', 'hotel': 'Cape Town Marriott Hotel'}",507,548,0,0.0090841203927993,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 507, 'prime_tokens_output': 548}",travel_llama
travelplanner_recon_00089,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': ""T's Restaurant"", 'morning_activity': 'Tokyo National Museum', 'lunch': 'Mame & Shiba', 'afternoon_activity': 'Shinjuku Gyoen National Garden', 'dinner': 'Suananda', 'hotel': 'Nui.Tokyo Central Hostel'}",616,1002,0,0.1163328997790813,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 616, 'prime_tokens_output': 1002}",travel_llama
travelplanner_recon_00090,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': ""Govinda's"", 'morning_activity': 'Marine Drive', 'lunch': 'Thai Pavilion', 'afternoon_activity': 'Colaba Causeway', 'dinner': 'Hoppipola', 'hotel': 'IBIS Mumbai'}",532,1002,0,0.0282500404864549,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 532, 'prime_tokens_output': 1002}",travel_llama
travelplanner_recon_00091,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Wild & The Moon', 'morning_activity': 'The Louvre Museum', 'lunch': 'Le Grenier de Notre-Dame', 'afternoon_activity': 'Luxury Seine River cruise', 'dinner': 'Shouk', 'hotel': 'La Réserve Hotel and Spa'}",555,1340,0,0.1936252228915691,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 555, 'prime_tokens_output': 1340}",travel_llama
travelplanner_recon_00092,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Pizza By The Bay', 'morning_activity': 'Chhatrapati Shivaji Maharaj Vastu Sangrahalaya', 'lunch': 'Botticino', 'afternoon_activity': 'Hanging Gardens', 'dinner': 'Mezzo Mezzo', 'hotel': 'The Taj Mahal Palace'}",535,1232,0,0.0456250272691249,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 535, 'prime_tokens_output': 1232}",travel_llama
travelplanner_recon_00093,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': ""Lombardi's Pizza"", 'morning_activity': 'The Metropolitan Museum of Art', 'lunch': 'Carbone', 'afternoon_activity': 'Central Park', 'dinner': 'Rubirosa', 'hotel': 'YOTEL New York'}",566,1364,0,0.0187500845640897,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 566, 'prime_tokens_output': 1364}",travel_llama
travelplanner_recon_00094,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,"{'breakfast': 'Vegetalia', 'morning_activity': 'Visit Park Güell', 'lunch': 'Tandoori Nights', 'afternoon_activity': 'Visit the Barcelona Museum of Contemporary Art', 'dinner': 'Dhaba', 'hotel': 'Hotel Axel Barcelona'}",532,1166,0,0.0430000945925712,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 532, 'prime_tokens_output': 1166}",travel_llama
travelplanner_recon_00095,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,False,False,1.0,True,,,,"{'breakfast': ""Tsukiji Fish Market's vegetarian stall"", 'morning_activity': 'Tokyo National Museum', 'lunch': ""T's Restaurant"", 'afternoon_activity': 'Imperial Palace East Garden', 'dinner': 'Narisawa', 'hotel': 'Remm Akihabara Hotel'}",592,474,0,0.0564591027796268,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 592, 'prime_tokens_output': 474}",travel_llama
travelplanner_recon_00096,travelplanner_recon,direct,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,False,False,1.0,True,,,,"{'breakfast': 'Café de la Paix (wheelchair-accessible, pescatarian options)', 'morning_activity': ""Musée d'Orsay (wheelchair-accessible)"", 'lunch': 'Le Grand Vefour (luxury, wheelchair-accessible, seafood options)', 'afternoon_activity': 'Seine River cruise (wheelchair-accessible)', 'dinner': 'Le Jules Verne (high-end, wheelchair-accessible, international cuisine)', 'hotel': 'Shangri-La Hotel, Paris (luxury, wheelchair-accessible)'}",554,750,0,0.0605001114308834,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 554, 'prime_tokens_output': 750}",travel_llama
