Building 60 4-fault-injected twowiki_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['reflexion', 'intro_specter', 'intro_specter_fixed']
  N=4 real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,377)
  N=4 real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5694,939)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2191,381)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5039,905)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5039,905)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2191,381)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5039,905)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5039,905)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2191,543)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5243,1062)
  N=4 real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5243,1062)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2301,407)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5306,892)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5306,892)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2301,407)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5306,892)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5306,892)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2301,454)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5339,727)
  N=4 real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5339,727)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2310,405)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5426,955)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5426,955)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2310,405)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5426,955)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5426,955)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2310,232)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5141,688)
  N=4 real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5141,688)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2649,694)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6309,1355)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6309,1355)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2649,694)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6309,1355)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6309,1355)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2649,401)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5973,852)
  N=4 real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5973,852)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16865,3004)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5818,1302)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5818,1302)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16865,3004)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5818,1302)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5818,1302)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(14824,1879)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5407,893)
  N=4 real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5407,893)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2412,730)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5932,1294)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5932,1294)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2412,730)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5932,1294)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5932,1294)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2412,361)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5459,637)
  N=4 real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5459,637)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13374,1582)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4983,860)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4983,860)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13374,1582)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4983,860)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4983,860)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13911,2030)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4984,965)
  N=4 real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4984,965)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,613)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5858,1333)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5858,1333)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,613)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5858,1333)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5858,1333)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,475)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5678,1361)
  N=4 real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5678,1361)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13014,1590)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4832,817)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4832,817)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13014,1590)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4832,817)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4832,817)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2131,371)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4886,964)
  N=4 real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4886,964)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2374,534)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5621,1340)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5621,1340)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2374,534)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5621,1340)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5621,1340)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2374,454)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5520,1164)
  N=4 real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5520,1164)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2509,448)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5741,1013)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5741,1013)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2509,448)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5741,1013)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5741,1013)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2509,559)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5915,1370)
  N=4 real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5915,1370)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(7817,696)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5221,718)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5221,718)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(7817,696)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5221,718)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5221,718)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13382,1135)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5067,483)
  N=4 real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5067,483)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2530,846)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6372,1612)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6372,1612)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2530,846)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6372,1612)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6372,1612)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2530,510)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5889,1184)
  N=4 real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5889,1184)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15237,1614)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5659,746)
