Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.1-8b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1721,450)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1670,381)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3803,1050)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3376,683)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3429,1546)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(9685,509)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1670,381)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3957,802)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1670,381)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3803,1050)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3360,1113)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3429,1546)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(11398,598)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1670,381)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3957,802)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,462)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3987,1420)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3396,1102)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3413,1016)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9750,578)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,462)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4121,1399)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1828,411)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4211,1190)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3656,708)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3729,1480)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(10696,554)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1828,411)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4345,1027)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1828,411)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4211,1190)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3692,900)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3729,1480)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(12488,657)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1828,411)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4345,1027)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1828,313)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4072,821)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3656,909)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3729,1303)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(10729,467)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1828,313)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4246,917)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(1783,357)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(4025,997)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3602,645)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3639,1259)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(12167,559)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(1783,357)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(4179,777)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(1783,357)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(4025,997)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(3566,708)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3639,1259)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(12184,495)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(1783,357)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(4179,777)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,420)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4109,1258)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3606,732)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3639,5773)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12373,815)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,420)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4263,1039)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1687,518)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4053,8710)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3374,795)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3427,1591)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(11380,654)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1687,518)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4191,1328)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1687,518)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4053,8710)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3374,1075)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3427,1591)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(11379,721)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1687,518)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4191,1328)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(1687,402)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3879,1097)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3389,769)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3427,1398)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(9733,532)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(1687,402)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4013,919)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1588,558)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3922,1137)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:254: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
Resuming arm=direct: 52 (task_id, seed) rows already present, will be skipped.
Resuming arm=self_refine: 52 (task_id, seed) rows already present, will be skipped.
Resuming arm=full_regen: 52 (task_id, seed) rows already present, will be skipped.
Resuming arm=react: 52 (task_id, seed) rows already present, will be skipped.
Resuming arm=selfcheckgpt: 52 (task_id, seed) rows already present, will be skipped.
Resuming arm=reflexion: 52 (task_id, seed) rows already present, will be skipped.
Resuming arm=intro_specter: 51 (task_id, seed) rows already present, will be skipped.
Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.1-8b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4084,1588)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1588,567)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3930,1617)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3176,1151)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3229,1653)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(10820,883)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1588,567)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4084,1588)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1568,725)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4090,1899)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3156,1124)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3189,2293)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(9367,1150)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1568,725)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4264,1914)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1980,275)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4317,832)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3960,980)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4013,1012)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(13583,501)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1980,275)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4471,680)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1980,275)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4317,832)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3960,507)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4013,1012)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(13554,437)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1980,275)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4471,680)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(2016,623)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4864,1584)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4016,1311)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4049,1116)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(13590,766)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(2016,623)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4982,1801)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(1612,544)
  N=4 real_musique_hop_00023_3hop1__749581_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3934,1375)
