Building 60 5-fault (3 hop + 2 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.1-8b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(1679,692)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(4678,1450)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(1923,512)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(4524,1207)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3826,877)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3879,1012)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(11134,605)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(1923,512)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(4678,1450)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(1923,478)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(4506,1484)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(3846,598)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(3879,1975)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(11153,578)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(1923,478)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(4624,1265)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(1903,368)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(4256,741)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3806,921)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3879,1540)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(11315,673)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(1903,368)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(4430,890)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(1903,368)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(4256,741)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3826,856)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3879,1540)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(11167,548)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(1903,368)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(4430,890)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1923,423)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4372,1098)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3846,506)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3914,941)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11249,611)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1923,423)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4526,1324)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1882,292)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': False} all_resolved=False n_resolved=3/5 tokens=(4117,906)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3764,683)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3833,1267)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(10957,535)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1882,292)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4251,708)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1882,292)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': False} all_resolved=False n_resolved=3/5 tokens=(4117,906)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3744,592)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3833,1267)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(12820,617)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1882,292)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4251,708)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1882,268)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4073,754)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(3764,790)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3797,692)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(12831,547)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1882,268)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4247,685)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(1856,298)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': False} all_resolved=False n_resolved=2/5 tokens=(4112,864)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3732,393)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(3765,865)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(10826,415)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(1856,298)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(4282,827)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(1856,298)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': False} all_resolved=False n_resolved=2/5 tokens=(4112,864)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3712,630)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(3765,865)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(10846,437)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(1856,298)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(4282,827)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(1876,546)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4480,1368)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3768,947)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(3785,1113)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(11110,841)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(1876,546)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4618,1321)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1720,364)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3866,1140)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3420,686)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3509,1360)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(9928,522)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1720,364)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4040,900)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1720,364)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3866,1140)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3420,563)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3509,1360)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10004,498)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1720,364)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4040,900)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(1720,505)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4007,1360)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3420,814)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3493,1445)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(11714,771)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(1720,505)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4181,1098)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(2034,320)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4470,898)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4048,744)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4101,826)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(11928,531)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(2034,320)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4604,832)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(2034,320)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4470,898)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4068,679)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4101,826)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(11943,539)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(2034,320)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4604,832)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(2014,468)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4620,1169)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4028,1085)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4101,1397)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(11883,695)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(2014,468)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4794,1302)
