Building 60 5-fault (3 hop + 2 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1679,133)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(11028,477)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1923,414)
  N=5 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4586,859)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1923,408)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4357,1171)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3846,795)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3899,981)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(13055,570)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1923,408)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4511,709)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1923,407)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': False, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(4356,1230)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3846,834)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3899,1015)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(13140,675)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1923,407)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4510,833)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1923,362)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(4290,1040)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3846,910)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3899,909)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(13055,543)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(1923,362)
  N=5 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4444,710)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1882,546)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4595,780)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3764,939)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3817,1234)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10924,639)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1882,546)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4749,994)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1882,546)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4595,1123)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3764,995)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3817,1051)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10924,642)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1882,546)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4749,994)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1882,546)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4595,860)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3764,868)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3817,1145)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10931,660)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1882,546)
  N=5 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4749,994)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1876,350)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4303,1077)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3752,765)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3805,982)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10888,446)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1876,350)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4457,648)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1876,338)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4263,1023)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3752,690)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3805,1087)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(10888,434)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1876,338)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4417,543)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1876,354)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4279,841)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3752,739)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3805,898)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(10888,450)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1876,354)
  N=5 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4433,670)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1720,348)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3989,1442)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3440,740)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3493,856)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(9952,441)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1720,348)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4143,642)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1720,348)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3989,947)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3440,735)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3493,928)
  N=5 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(9952,444)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:254: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
Resuming arm=direct: 57 (task_id, seed) rows already present, will be skipped.
Resuming arm=self_refine: 56 (task_id, seed) rows already present, will be skipped.
Resuming arm=full_regen: 56 (task_id, seed) rows already present, will be skipped.
Resuming arm=react: 56 (task_id, seed) rows already present, will be skipped.
Resuming arm=selfcheckgpt: 56 (task_id, seed) rows already present, will be skipped.
Resuming arm=reflexion: 56 (task_id, seed) rows already present, will be skipped.
Resuming arm=intro_specter: 56 (task_id, seed) rows already present, will be skipped.
Building 60 5-fault (3 hop + 2 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4464,939)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4068,559)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4121,814)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(14002,590)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(2034,279)
  N=5 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4618,481)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1835,527)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4482,1434)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3670,777)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3723,953)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10500,576)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(11770,694)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4636,957)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(1835,325)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4167,963)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3670,452)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3723,741)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(10630,406)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10858,501)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4321,702)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1835,467)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4393,1401)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3670,645)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3723,885)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10500,518)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(7010,572)
  N=5 real_musique_hop_00076_3hop1__742464_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4547,915)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(1735,170)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3722,496)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3470,294)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3523,649)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10165,409)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(9646,392)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3876,513)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(1735,170)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3722,500)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3470,340)
  N=5 real_musique_hop_00078_3hop1__469478_15840_36002 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3523,621)
