Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1705,356)
  N=4 real_musique_hop_00014_3hop1__106900_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3724,666)
  N=4 real_musique_hop_00014_3hop1__106900_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3777,1022)
  N=4 real_musique_hop_00014_3hop1__106900_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(10662,426)
  N=4 real_musique_hop_00014_3hop1__106900_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(10743,502)
  N=4 real_musique_hop_00014_3hop1__106900_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4302,707)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,264)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3761,720)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3380,666)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3433,765)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9772,360)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,264)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3915,471)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,264)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3761,804)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3380,567)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3433,799)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9772,360)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,264)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3915,471)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,264)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3761,816)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3380,554)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3433,831)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(9772,360)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1690,264)
  N=4 real_musique_hop_00015_3hop1__93963_170667_18967 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3915,471)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1848,483)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4407,1316)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3696,735)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3749,1029)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10787,661)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1848,483)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4561,1006)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1848,507)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4431,1586)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3696,912)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3749,1009)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10799,663)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1848,507)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4585,947)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1848,479)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4403,1310)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3696,930)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3749,1006)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10786,655)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1848,479)
  N=4 real_musique_hop_00016_3hop1__123190_519940_18967 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4557,998)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,406)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4185,1233)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3606,696)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3659,955)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12177,515)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,406)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4339,803)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,498)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4228,1257)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3606,895)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3659,1176)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12177,609)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,498)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4382,864)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,427)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4206,1022)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3606,903)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3659,948)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12177,538)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1803,427)
  N=4 real_musique_hop_00017_3hop1__248929_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4360,804)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(1687,256)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3712,723)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3374,980)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3427,744)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(9612,351)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(9602,460)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3866,625)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(1687,277)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3733,743)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3374,621)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3427,859)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(9612,383)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(9663,454)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3887,706)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(1687,221)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3656,608)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3374,516)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3427,737)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(9612,310)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(9458,409)
  N=4 real_musique_hop_00018_3hop1__159737_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3810,678)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1588,305)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3626,834)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3176,714)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3229,795)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(9166,406)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1588,305)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3780,606)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1588,486)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3863,1437)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3176,943)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3229,1015)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(9166,587)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1588,486)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4017,744)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1588,443)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3722,1301)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3176,787)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3229,975)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(9166,544)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1588,443)
  N=4 real_musique_hop_00019_3hop1__163024_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3876,800)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(2000,510)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4738,1437)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4000,839)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4053,1087)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11635,638)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(2000,510)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4892,965)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(2000,477)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4677,1326)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4000,922)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4053,1124)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11629,582)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(2000,477)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4831,916)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(2000,416)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4561,1140)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4000,1027)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4053,988)
  N=4 real_musique_hop_00022_3hop1__106688_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11632,518)
